Date,MaxTempF,MeanTempF,MinTempF
2017-01-27,44,42.4,39
2017-01-28,40,38.3,37
2017-01-29,44,40.5,38
2017-01-30,38,35.2,32
2017-01-31,34,30.6,28
2018-01-01,19,14,8
2018-01-02,26,19.4,14
2018-01-03,30,24.2,18
2018-01-04,29,25,20
2018-01-05,19,14.2,11
2018-01-06,14,10.9,8
2018-01-07,18,12.9,6
2018-01-08,33,26.3,18
2018-01-09,43,36.7,31
2018-01-10,40,35,28
2018-01-11,47,40.1,35
2018-01-12,60,51.5,38
2018-01-13,52,36.4,20
2018-01-14,23,19,16
2018-01-15,29,23.3,17
2018-01-16,34,29.7,25
2018-01-17,36,32.7,23
2018-01-18,33,26.6,21
2018-01-19,39,33.9,26
2018-01-20,54,45.5,38
2018-01-21,52,46.3,43
2018-01-22,43,39.1,37
2018-01-23,59,47,36
2018-01-24,45,38.6,28
2018-01-25,35,29.5,24
2018-01-26,38,33,28
2018-01-27,56,46.2,36
2018-01-28,54,48.8,42
2018-01-29,43,40.4,35
2018-01-30,37,32,26
2018-01-31,33,27.3,19
2019-01-01,60,51,41
2019-01-02,41,37.7,35
2019-01-03,45,41.9,39
2019-01-04,47,42.4,37
2019-01-05,47,43.9,42
2019-01-06,49,42.6,32
2019-01-07,35,29.8,26
2019-01-08,46,42.6,36
2019-01-09,46,42.5,35
2019-01-10,35,32.9,30
2019-01-11,31,26.6,22
2019-01-12,34,28.1,22
2019-01-13,33,29.2,25
2019-01-14,33,27.7,22
2019-01-15,35,30.8,26
2019-01-16,40,35.4,31
2019-01-17,33,29.7,26
2019-01-18,40,34,28
2019-01-19,37,35.3,33
2019-01-20,40,33.3,16
2019-01-21,15,11.6,6
2019-01-22,31,23.4,14
2019-01-23,46,37.8,30
2019-01-24,57,50,35
2019-01-25,39,35.4,29
2019-01-26,34,30.1,25
2019-01-27,49,40,30
2019-01-28,38,29.3,25
2019-01-29,44,35.4,26
2019-01-30,35,23.6,7
2019-01-31,16,10.5,4
2020-01-01,40,38.1,36
2020-01-02,49,42.1,34
2020-01-03,49,46.7,45
2020-01-04,49,46.1,41
2020-01-05,40,38.2,36
2020-01-06,44,37.8,32
2020-01-07,43,39.5,35
2020-01-08,42,35,29
2020-01-09,33,29.2,24
2020-01-10,53,44.3,33
2020-01-11,64,55.4,50
2020-01-12,67,59.1,44
2020-01-13,44,41.5,37
2020-01-14,43,40.5,39
2020-01-15,50,45.3,42
2020-01-16,50,43.1,34
2020-01-17,33,26.3,21
2020-01-18,37,27.1,20
2020-01-19,43,37.7,28
2020-01-20,31,25.8,21
2020-01-21,32,26.8,21
2020-01-22,38,32.5,27
2020-01-23,46,39.5,31
2020-01-24,46,39.8,33
2020-01-25,51,42.3,37
2020-01-26,45,41.8,39
2020-01-27,44,40.5,38
2020-01-28,41,38.9,37
2020-01-29,40,35,31
2020-01-30,35,30.7,25
2020-01-31,43,37.6,33
2021-01-01,41,38,35
2021-01-02,52,43.3,38
2021-01-03,39,38,36
2021-01-04,44,39.8,37
2021-01-05,42,40.3,39
2021-01-06,42,38.9,37
2021-01-07,43,37.1,33
2021-01-08,39,33.9,31
2021-01-09,37,33.5,28
2021-01-10,43,36.2,32
2021-01-11,38,34.3,31
2021-01-12,45,39.4,36
2021-01-13,44,40.8,37
2021-01-14,50,44.1,40
2021-01-15,47,42.5,38
2021-01-16,48,43.9,40
2021-01-17,46,42.5,38
2021-01-18,46,42.9,40
2021-01-19,43,39.4,38
